"ADream_1831" "BelOfPrairieEden" "ConfidenceMan" "Destiny1" "HarryandLucy3" "HistOfNY" "Klosterheim" "LastDayOfPompeii3" "Metzengerstein_1832" "MinorMorals3" "PericlesAndAspesia1" "RealLifeInLondon_2" "RecollectionsofSouthernMatron_1" "Rookwood2" "ScarletLetter" "SheppardLee2" "Spaewife1" "StLeon_1" "TheBravo2" "TheDoctor1" "Wieland" "Woodstock"
"own" 0.0829875518672199 0.0438545874206578 0.0566590408586517 0.177399705046274 0.0872336856232176 0.0858823959361181 0.273847558192606 0.119658971929999 0.222434064188116 0.12302014454867 0.0742702943579333 0.0740063196407783 0.104855621874496 0.108530497069677 0.19864440244152 0.155290877393457 0.135361957875359 0.131462487634717 0.209308236279098 0.127570658748488 0.146914194825221 0.181081832457979
"do" 0 0.113098672821696 0.274742896239123 0.145339517387308 0.355645026002349 0.0621276906771918 0.0399361022364217 0.072293962207708 0 0.1422420421344 0.354021736439482 0.100615333444204 0.096789804807227 0.170031112075827 0.0999241539554314 0.156755885670754 0.189506741025502 0.14838340188473 0.170436706684408 0.134169141097548 0.0497808428746616 0.18634147074514
"out" 0 0.066935949221004 0.188150777190994 0.104729946352619 0.275121623888609 0.183642144501699 0.0627567320858056 0.0747868574562497 0 0.180685837305859 0.126259500408487 0.157159487776484 0.129053073076303 0.148325012661891 0.161323332891901 0.197776117435064 0.113704044615301 0.0872077888269902 0.0657825885448592 0.189156494006379 0.0485666759752796 0.145767118244182
"should" 0 0.0276976341604155 0.158217699001518 0.136790134011584 0.130850528434826 0.133391806453971 0.108397991784573 0.10470160043875 0.063552589768033 0.134553283100108 0.232713588988191 0.0923000166306336 0.0645265365381513 0.173648795311483 0.12279835787294 0.186056051216689 0.178677784395473 0.234289581923257 0.152496000717628 0.204552952820851 0.23797671227887 0.184087340050643
"other" 0.0829875518672199 0.0530871321407963 0.242671741036112 0.121828713104067 0.174467371246435 0.166282936812484 0.216795983569147 0.147080819663958 0.0953288846520496 0.111487005997232 0.15596761815166 0.185431564942624 0.0806581706726891 0.14108964619058 0.19382878056415 0.169940960166425 0.129947479560344 0.126256052480866 0.168941647853843 0.160563070493786 0.0849916829567392 0.143512987549685
"old" 0 0.0784766301211771 0.258707318637617 0.0961805629768953 0.097299110887435 0.132478163944012 0.0741670470104975 0.0573365907164581 0.127105179536066 0.111487005997232 0.0594162354863466 0.083153168135706 0.120987256009034 0.126618913247956 0.254024054031277 0.105480595965367 0.0649737397801722 0.016920914250013 0.088208471003334 0.118772682283075 0.00728500139629193 0.194606616624965
"little" 0.16597510373444 0.0392383150605886 0.212738662846636 0.132515442323722 0.251635631605435 0.210137777290502 0.102692834322227 0.0698010669591664 0.127105179536066 0.149930801168691 0.180724382937638 0.0906369532679195 0.161316341345378 0.0723536647131177 0.281713879826156 0.152360860838864 0.0324868698900861 0.0846045712500651 0.136050353581413 0.136368635213901 0.0303541724845497 0.0924193584744043
"may" 0 0.0877091748413156 0.249085972076714 0.132515442323722 0.104009394396913 0.105068888645251 0.0399361022364217 0.162038191155208 0.0953288846520496 0.130708903582962 0.262421706731364 0.17545318476634 0.0645265365381513 0.162795745604515 0.136041318035708 0.127455720124819 0.173263306080459 0.128859270057791 0.143525647734238 0.259540305729682 0.0898483505542672 0.193103862828633
"might" 0 0.0138488170802077 0.13256077483911 0.102592600508688 0.110719677906392 0.0648686182070679 0.211090826106801 0.124644762427083 0.0953288846520496 0.0807319698600646 0.123783823929889 0.0681855978712789 0.096789804807227 0.108530497069677 0.217906889951001 0.10401558768807 0.102875087985273 0.171812360077055 0.151000941887063 0.158363576377433 0.128701691334491 0.145015741346017
"much" 0 0.0784766301211771 0.202048277778966 0.183811742578067 0.187887938265392 0.106896173665168 0.119808306709265 0.0673081717106247 0.0953288846520496 0.188374596340151 0.128735176887084 0.138034259105272 0.0483949024036135 0.1230012300123 0.108351492240829 0.142105802897786 0.0974606096702583 0.104128703077003 0.134555294750848 0.107775211701309 0.0509950097740435 0.132242334077196
"over" 0.580912863070539 0.36468551644547 0.111180004703769 0.0897685254451023 0.114074819661131 0.108723458685086 0.0912825193975354 0.244303734357082 0.222434064188116 0.0884207288943565 0.0866486767509222 0.0773324463662066 0.177447975479916 0.1230012300123 0.130021790688995 0.124525703570225 0.0649737397801722 0.0546675691154267 0.0433567060863845 0.0527878587924777 0.0461383421765156 0.0668725439367641
"before" 0.24896265560166 0.15002885170225 0.0994205811293323 0.0961805629768953 0.137560811944305 0.0895369659759529 0.102692834322227 0.0997158099416662 0.158881474420083 0.0961094879286483 0.160918971108856 0.122235157159488 0.14518470721084 0.115765863540988 0.140856939913078 0.177266001552909 0.157019871135416 0.127557661269329 0.119604706445199 0.0813812823050698 0.0849916829567392 0.0841542125945796
"only" 0.0829875518672199 0.131563762261973 0.112249043210536 0.175262359202343 0.164401945982218 0.0557321931074809 0.0456412596987677 0.112180286184375 0 0.0922651084115024 0.235189265466789 0.083984699817063 0.104855621874496 0.0832067144200854 0.138449128974393 0.168475951889128 0.108289566300287 0.127557661269329 0.0807331768505091 0.116573188166722 0.120202523038817 0.105192765743224
"himself" 0 0.0253894979803808 0.159286737508285 0.121828713104067 0.0805234021137393 0.103241603625333 0.159744408945687 0.149573714912499 0.063552589768033 0.126864524065816 0.0594162354863466 0.0947946116747048 0.0241974512018067 0.137471962954924 0.142060845382421 0.0849704800832125 0.140776436190373 0.098922267923153 0.107644235800679 0.127570658748488 0.0874200167555032 0.188595601439638
"well" 0 0.0323139065204847 0.157148660494751 0.143202171543377 0.144271095453783 0.0603004056572744 0.0741670470104975 0.152066610161041 0.0953288846520496 0.157619560202983 0.106454088579704 0.187926159986695 0.0483949024036135 0.170031112075827 0.0782538555072656 0.14943084428427 0.102875087985273 0.0793981360962149 0.104654118139549 0.171560541075553 0.0497808428746616 0.175822194170818
"yet" 0.0829875518672199 0.131563762261973 0.155010583481217 0.10686729219655 0.0805234021137393 0.0548185505975222 0.108397991784573 0.271725582091041 0.0953288846520496 0.0730432108257727 0.103978412101107 0.0615333444204224 0.0725923536054202 0.137471962954924 0.139653034443735 0.0498102814280901 0.12453300124533 0.0963190503462279 0.0657825885448592 0.0791817881887166 0.186981702504826 0.139756103058855
"made" 0.0829875518672199 0.0346220427005193 0.074832695473691 0.0919058712890333 0.191243080020131 0.105068888645251 0.0912825193975354 0.0498579049708331 0.063552589768033 0.115331385514378 0.0792216473151289 0.102278396806918 0.0806581706726891 0.0687359814774618 0.12761397975031 0.136245769788599 0.157019871135416 0.111938355807778 0.0941887063255939 0.0879797646541295 0.146914194825221 0.104441388845059
"us" 0 0.1200230813618 0.0416925017639135 0.0812191420693782 0.0771682603590002 0.0593867631473157 0.0456412596987677 0.112180286184375 0.0317762948840165 0.234507150545902 0.304508206867527 0.0806585730916348 0.185513792547185 0.104912813834021 0.0589913679977848 0.0747154221421351 0.0866316530402296 0.14838340188473 0.118109647614634 0.0901792587704828 0.109275020944379 0.11871754991021
"about" 0 0.0692440854010387 0.176391353616557 0.0790817962254472 0.184532796510653 0.122428096334466 0.0627567320858056 0.0473650097222915 0.0317762948840165 0.192218975857297 0.143589235758671 0.102278396806918 0.112921438941765 0.0904420808913971 0.107147586771487 0.111340629074554 0.0324868698900861 0.0598740042692768 0.0523270590697744 0.0747827999560101 0.0218550041888758 0.107446896437722
"must" 0 0.0415464512406232 0.152872506467683 0.117554021416205 0.147626237208522 0.0548185505975222 0.0513464171611136 0.0972229146931246 0 0.0768875903429187 0.185675735894833 0.101446865125561 0.0725923536054202 0.170031112075827 0.116778830526227 0.0615303476464642 0.0812171747252152 0.108033529442391 0.0777430591893791 0.125371164632135 0.128701691334491 0.151026756531344
"did" 0.16597510373444 0.0877091748413156 0.151803467960916 0.12824075063586 0.174467371246435 0.177246646931988 0.0741670470104975 0.0922371241960413 0.190657769304099 0.146086421651545 0.113881118015498 0.0573756860136371 0.120987256009034 0.151942695897547 0.0951085320780612 0.178731009830206 0.0649737397801722 0.134065705211642 0.100168941647854 0.103376223468602 0.151770862422749 0.114209288521215
"how" 0 0.0784766301211771 0.2041863547925 0.136790134011584 0.268411340379131 0.0548185505975222 0.0342309447740758 0.122151867178541 0.0953288846520496 0.161463939720129 0.242616294902582 0.0789955097289207 0.112921438941765 0.104912813834021 0.077049950037923 0.115735653906445 0.0812171747252152 0.118446399750091 0.0493369414086444 0.103376223468602 0.0898483505542672 0.0841542125945796
"those" 0 0.136180034622043 0.140044044386479 0.0961805629768953 0.0939439691326959 0.158973796732814 0.119808306709265 0.107194495687291 0.0317762948840165 0.153775180685837 0.185675735894833 0.0906369532679195 0.137118890143572 0.0759713479487736 0.0818655719152932 0.0937605297469931 0.119118522930316 0.0898110064039152 0.212298353940228 0.200153964588145 0.0801350153592113 0.127734072688201
"while" 0 0.156953260242354 0.107972889183468 0.10686729219655 0.0671028350947828 0.116032598764755 0 0.0747868574562497 0.190657769304099 0.0807319698600646 0.0717946178793355 0.0881423582238483 0.209711243748992 0.0542652485348383 0.0963124375474038 0.131850744956709 0.0703882180951865 0.0872077888269902 0.104654118139549 0.0439898823270648 0.0400675076796056 0.0984303736597315
"thou" 0 0.0115406809001731 0.00641423104060208 0.012824075063586 0 0.0164455651792567 0 0.625716707383956 0 0.1422420421344 0.0767459708365311 0.0083153168135706 0.00806581706726891 0.238767093553288 0.280509974356814 0.125990711847522 0.00541447831501435 0.0104128703077003 0.771450356571531 0.118772682283075 0.0910625174536492 0.281014959914042
"great" 0 0.0415464512406232 0.0438305787774476 0.138927479855515 0.228149639322261 0.301502028286372 0.131218621633957 0.0648152764620831 0.0317762948840165 0.219129632477318 0.108929765058302 0.12722434724763 0.0564607194708824 0.0615006150061501 0.0710304226912103 0.19924112571236 0.0595592614651578 0.0637788306346644 0.0926936474950289 0.142967117562961 0.0267116717864038 0.0894138508817408
"most" 0 0.0461627236006924 0.0705565414466229 0.192361125953791 0.0469719845663479 0.178160289441947 0.0741670470104975 0.0648152764620831 0.127105179536066 0.188374596340151 0.158443294630258 0.13304506901713 0.112921438941765 0.0976774473627089 0.104739775832802 0.0791104469740254 0.0270723915750717 0.201749362211694 0.089703529833899 0.160563070493786 0.0995616857493231 0.101435881252395
"good" 0 0.0438545874206578 0.242671741036112 0.192361125953791 0.110719677906392 0.141614589043599 0.0399361022364217 0.0423792192252082 0 0.0499769337228971 0.0717946178793355 0.115582903708631 0.120987256009034 0.0687359814774618 0.140856939913078 0.139175786343193 0.0487303048351291 0.0455563075961889 0.085218353342204 0.145166611679314 0.0339966731826957 0.188595601439638
"can" 0.0829875518672199 0.0715522215810733 0.145389236920314 0.12824075063586 0.204663647039087 0.0392866279282242 0.0114103149246919 0.119658971929999 0 0.130708903582962 0.2228108830738 0.120572093796774 0.129053073076303 0.126618913247956 0.050564029712387 0.105480595965367 0.0974606096702583 0.156193054615505 0.113624471122939 0.140767623446607 0.0679933463653914 0.127734072688201
"after" 0 0.036930178880554 0.125077505291741 0.0662577211618612 0.104009394396913 0.101414318605416 0.0912825193975354 0.0847584384504163 0.127105179536066 0.126864524065816 0.0816973237937266 0.11890903043406 0.104855621874496 0.0904420808913971 0.109555397710172 0.102550579410774 0.119118522930316 0.0846045712500651 0.0598023532225993 0.129770152864841 0.0728500139629193 0.0924193584744043
"though" 0 0.0715522215810733 0.210600585833102 0.111141983884412 0.0805234021137393 0.108723458685086 0.0456412596987677 0.0598294859649997 0 0.0730432108257727 0.00495135295719555 0.0765009146848495 0.0806581706726891 0.112148180305332 0.0613991789364699 0.0761804304194319 0.129947479560344 0.109335138230853 0.139040471242543 0.0835807764214231 0.0546375104721895 0.123977188197372
"without" 0 0.0507789959607617 0.112249043210536 0.0491589544104131 0.114074819661131 0.0913642509958703 0.0627567320858056 0.0997158099416662 0.127105179536066 0.0845763493772105 0.0792216473151289 0.142191917512057 0.0887239877399581 0.119383546776644 0.0686226117525252 0.108410612519961 0.0866316530402296 0.100223876711616 0.133060235920283 0.092378752886836 0.132344192032637 0.116463419215713
"never" 0 0.0484708597807271 0.122939428278207 0.117554021416205 0.147626237208522 0.0995870335854987 0.0342309447740758 0.0997158099416662 0.127105179536066 0.126864524065816 0.282227118560147 0.0997838017628472 0.104855621874496 0.162795745604515 0.125206168811625 0.10401558768807 0.0812171747252152 0.141875357942417 0.0598023532225993 0.153964588144727 0.0667791794660094 0.0788945743074183
"even" 0 0.0900173110213503 0.076970772487225 0.185949088421998 0.0637476933400436 0.0804005408763659 0.182565038795071 0.0947300194445829 0.0953288846520496 0.115331385514378 0.126259500408487 0.0490603692000665 0.169382158412647 0.0904420808913971 0.116778830526227 0.0937605297469931 0.0595592614651578 0.0728900921539022 0.088208471003334 0.0439898823270648 0.0607083449690995 0.117966173012045
"first" 0 0.0577034045008656 0.0897992345684292 0.0812191420693782 0.184532796510653 0.131564521434053 0.136923779096303 0.0897442289474996 0.0317762948840165 0.0615100722743349 0.118832470972693 0.083153168135706 0.0645265365381513 0.0506475652991824 0.0698265172218677 0.127455720124819 0.0595592614651578 0.122351226115479 0.0732578826976842 0.0747827999560101 0.0862058498561212 0.0623642825477688
"hand" 0.16597510373444 0.168493941142527 0.0833850035278271 0.0897685254451023 0.0805234021137393 0.0529912655776048 0.0741670470104975 0.127137657675624 0.063552589768033 0.0653544517914809 0.0594162354863466 0.0607018127390654 0.120987256009034 0.112148180305332 0.133633507097023 0.0673903807556513 0.167848827765445 0.031238610923101 0.088208471003334 0.0527878587924777 0.0801350153592113 0.108198273335888
"see" 0.24896265560166 0.170802077322562 0.150734429454149 0.0790817962254472 0.204663647039087 0.0283229178087198 0.0342309447740758 0.142095029166874 0 0.149930801168691 0.0792216473151289 0.0640279394644936 0.120987256009034 0.155560379133203 0.0782538555072656 0.0761804304194319 0.0595592614651578 0.0676836570000521 0.0807331768505091 0.0637853293742439 0.0376391738808417 0.11871754991021
"every" 0 0.163877668782458 0.0534519253383507 0.113279329728343 0.0771682603590002 0.116032598764755 0.182565038795071 0.0648152764620831 0.158881474420083 0.0615100722743349 0.151016265194464 0.122235157159488 0.0725923536054202 0.0687359814774618 0.0481562187737019 0.062995355923761 0.016243434945043 0.193939709480918 0.0553171767309044 0.118772682283075 0.144485861026457 0.0623642825477688
"where" 0.16597510373444 0.115406809001731 0.079108849500759 0.0619830294739992 0.114074819661131 0.0950188210357052 0.0969876768598813 0.0523508002193748 0.0317762948840165 0.157619560202983 0.0841730002723244 0.146349575918843 0.14518470721084 0.0759713479487736 0.0914968156700336 0.0937605297469931 0.102875087985273 0.0663820482115895 0.0433567060863845 0.0769822940723634 0.0534233435728075 0.111203780928552
"being" 0 0.00692440854010387 0.163562891535353 0.0919058712890333 0.0704579768495219 0.172678434382195 0.0627567320858056 0.0274218477339582 0.0317762948840165 0.130708903582962 0.0643675884435422 0.143023449193414 0.0725923536054202 0.0542652485348383 0.0722343281605528 0.247586398863154 0.0812171747252152 0.0767949185192898 0.0762480003588141 0.127570658748488 0.123845023736963 0.0819000819000819
